1chr_position	sample3	sample1	sample4	sample2
chr20,59292017,59292668	1.000	0.974	0.550	1.000
chr20,32937264,32939029	0.421	0.890	0.952	0.194
chr20,18212080,18216211	0.900	0.881	0.919	0.754
chr20,30678894,30679996	0.387	0.444	0.393	0.153
chr20,3051444,3052411	0.518	0.603	0.560	0.038
chr20,9848035,9848492	0.667	0.880	0.818	0.286
chr20,62121241,62121575	0.907	0.695	0.541	0.868
chr20,9106399,9111878	0.760	0.930	0.814	0.649
chr20,21049000,21049692	1.000	NA	0.467	NA
chr20,4026833,4027400	1.000	0.932	0.882	0.083
chr20,2935118,2935553	NA	1.000	0.583	1.000
chr20,32981052,32981704	NA	1.000	0.210	NA
chr20,18488083,18488323	0.125	NA	0.000	0.000
chr20,2601078,2602295	0.933	0.863	0.875	0.991
chr20,52470316,52471001	NA	NA	0.733	1.000
chr20,33294691,33296622	0.522	0.299	0.482	0.123
chr20,52344280,52345942	0.935	0.807	0.974	1.000
chr20,48066565,48067349	0.929	0.600	0.547	0.415
chr20,18656527,18657217	NA	0.867	1.000	0.647
chr20,13592939,13593570	0.625	0.240	0.926	1.000
chr20,22148411,22150004	0.941	0.867	0.250	0.941
chr20,43276243,43277043	0.769	0.947	0.795	0.603
chr20,60458691,60459503	0.808	0.719	0.709	0.308
chr20,21459533,21459686	NA	0.600	1.000	1.000
chr20,50618084,50619230	0.769	0.600	0.724	0.087
chr20,17806144,17807131	0.708	0.292	0.263	0.833
chr20,57590876,57593248	0.447	0.705	0.673	0.667
chr20,48911933,48912579	1.000	0.750	0.586	0.474
chr20,45354346,45354481	1.000	0.636	1.000	NA
chr20,62807931,62808893	0.462	0.597	0.508	0.000
chr20,37305304,37307295	0.462	0.286	0.722	0.315
chr20,11907850,11909101	0.846	0.879	0.505	0.773
chr20,57615934,57616333	1.000	0.960	1.000	0.755
chr20,35635827,35637529	1.000	0.436	0.978	0.462
chr20,38029748,38030273	NA	0.848	0.424	1.000
chr20,12469568,12474071	0.848	0.979	0.847	0.650
chr20,48509557,48510803	0.850	0.855	0.700	0.618
chr20,46060743,46062003	0.590	0.500	0.955	0.477
chr20,55702048,55703745	1.000	0.757	0.725	0.649
chr20,6542632,6543262	0.417	0.792	0.881	0.378
chr20,57228070,57229193	0.519	0.588	0.659	0.828
chr20,4170650,4171702	0.686	0.957	0.816	0.436
chr20,51011032,51011938	NA	0.526	0.962	0.750
chr20,57559131,57559654	0.742	0.762	0.417	0.769
chr20,12248719,12248924	1.000	0.821	0.929	0.267
chr20,57797781,57799564	0.147	0.454	0.463	0.406
chr20,4776109,4776524	0.538	0.094	NA	0.667
chr20,59770011,59770143	1.000	0.455	NA	0.077
chr20,37136423,37138097	0.754	0.959	0.951	1.000
chr20,49431082,49431351	0.600	1.000	1.000	NA
chr20,868275,868662	0.688	0.589	0.947	0.842
chr20,41191792,41192604	0.593	0.850	1.000	0.946
chr20,35964169,35964853	0.545	0.474	0.632	0.167
chr20,6563317,6566273	0.575	0.780	0.222	0.755
chr20,62374956,62375084	NA	1.000	NA	0.000
chr20,30224337,30224498	NA	0.421	1.000	NA
chr20,59995254,59995330	NA	1.000	0.688	NA
chr20,17387880,17389387	0.870	0.686	0.164	0.650
chr20,18705617,18708265	0.889	0.961	0.833	0.543
chr20,31576822,31577208	0.947	0.295	0.862	NA
chr20,33366226,33366633	0.818	0.750	0.086	0.550
chr20,6271181,6273279	0.920	0.875	0.145	0.692
chr20,39691727,39692489	0.667	0.991	0.900	0.724
chr20,37529553,37530120	0.211	0.667	0.739	0.891
chr20,61212074,61212655	0.944	0.935	0.996	0.921
chr20,3781331,3782971	1.000	0.950	0.875	0.859
chr20,62658284,62658514	NA	0.205	0.818	0.429
chr20,42207238,42207725	1.000	0.167	NA	NA
chr20,41006099,41006738	0.846	0.923	0.926	0.273
chr20,16168305,16172439	0.742	0.923	0.924	0.853
chr20,56359242,56360800	0.815	0.969	0.839	0.682
chr20,34458899,34460713	0.822	0.882	0.935	0.976
chr20,31104140,31104594	NA	0.407	0.900	NA
chr20,17481468,17481979	0.684	NA	1.000	0.333
chr20,19079786,19080868	0.967	0.911	0.925	0.509
chr20,44117912,44119461	0.650	0.700	0.706	1.000
chr20,52494345,52495726	0.771	0.958	0.682	1.000
chr20,26236876,26238604	0.615	0.754	0.512	0.647
chr20,42597813,42598327	1.000	1.000	NA	0.789
chr20,1609300,1610027	0.979	0.824	0.750	0.558
chr20,32569439,32569457	0.231	0.954	NA	0.981
chr20,48002309,48002588	0.700	1.000	0.846	0.625
chr20,1926241,1927677	0.250	0.485	0.282	0.700
chr20,32793188,32793633	NA	0.900	0.629	NA
chr20,6105158,6105523	0.952	0.119	0.750	1.000
chr20,9447385,9450054	0.796	0.857	0.948	0.913
chr20,36492925,36493455	NA	0.322	0.880	0.639
chr20,34023600,34024860	0.975	0.946	0.900	0.179
chr20,11788171,11789069	0.450	NA	0.750	1.000
chr20,18406453,18406954	0.714	0.926	0.941	1.000
chr20,31319257,31319962	0.833	0.688	0.364	0.182
chr20,26246522,26250131	0.535	0.656	0.726	0.513
chr20,619383,620525	0.627	0.923	0.927	1.000
chr20,42644210,42644426	0.364	0.348	0.667	1.000
chr20,897129,897544	0.867	0.632	0.857	NA
chr20,1491450,1493767	0.985	0.964	0.863	0.897
chr20,32415738,32417159	0.600	0.619	0.541	0.818
chr20,60394822,60395192	0.786	0.917	0.882	0.000
chr20,54339216,54339710	0.552	0.333	0.946	0.704
chr20,30854814,30855210	NA	1.000	0.600	0.273
chr20,50951242,50953035	1.000	0.767	0.786	0.091
chr20,62235383,62235988	1.000	0.667	NA	NA
chr20,25594559,25595132	NA	0.286	1.000	NA
chr20,60420354,60420455	NA	0.684	0.870	1.000
chr20,61967228,61967514	NA	0.711	0.316	NA
chr20,62680597,62682517	0.000	0.369	0.323	0.496
chr20,60525466,60526037	0.765	0.750	0.333	0.423
chr20,1290231,1290609	1.000	0.526	0.880	1.000
chr20,21500520,21501465	0.000	0.018	0.256	0.077
chr20,48315444,48318336	0.663	0.782	0.333	0.242
chr20,55563067,55563409	0.000	0.698	0.273	0.521
chr20,36063740,36064396	0.923	0.357	0.926	0.562
chr20,60460072,60460351	NA	0.913	0.720	1.000
chr20,21670903,21671213	1.000	0.383	0.978	0.775
chr20,45569504,45569694	0.978	1.000	0.852	NA
chr20,941491,942989	1.000	0.921	0.923	0.786
chr20,31011004,31012229	0.812	1.000	1.000	0.952
chr20,32222964,32224763	0.767	0.909	1.000	0.297
chr20,26241174,26242078	0.600	0.413	0.656	0.615
chr20,61959561,61959899	NA	1.000	0.524	1.000
chr20,20319737,20321113	0.667	0.895	0.674	0.940
chr20,46076216,46076505	0.731	0.938	1.000	NA
chr20,8316420,8320905	0.920	0.984	0.924	0.991
chr20,10802406,10804061	1.000	0.957	0.902	0.750
chr20,15223282,15224557	0.842	0.848	0.524	0.462
chr20,45816411,45816662	1.000	0.893	0.710	0.571
chr20,6519942,6520911	1.000	0.611	0.188	0.520
chr20,11535865,11537519	1.000	0.967	0.727	0.925
chr20,24568793,24570627	0.867	0.885	0.917	0.355
chr20,2775279,2776429	0.792	0.954	0.962	0.321
chr20,62769231,62769641	0.892	0.909	0.556	0.880
chr20,15692502,15695950	0.780	0.500	0.553	0.942
chr20,43962821,43962931	NA	0.600	NA	1.000
chr20,45594472,45594748	NA	NA	0.893	0.571
chr20,46908386,46909383	0.538	0.684	0.588	0.295
chr20,2815885,2818005	1.000	0.897	0.867	0.722
chr20,37899662,37901092	NA	0.896	0.181	0.167
chr20,53534254,53535778	0.824	0.818	0.865	0.516
chr20,821547,821797	0.417	0.556	0.565	0.981
chr20,12098510,12099166	1.000	0.315	NA	NA
chr20,16804226,16809025	0.856	0.822	0.382	0.450
chr20,11758519,11759150	0.257	0.167	0.427	0.312
chr20,58516365,58517514	0.708	0.216	0.758	0.000
chr20,47568259,47568765	NA	0.889	0.455	NA
chr20,51319001,51319715	0.907	0.909	0.850	0.472
chr20,62307285,62307776	1.000	0.870	0.976	0.632
chr20,45004547,45005218	0.308	0.727	0.571	0.929
chr20,17324614,17326478	0.500	0.682	0.714	1.000
chr20,22081784,22082373	0.929	0.783	0.842	0.350
chr20,52299546,52299840	0.952	1.000	0.946	0.586
chr20,37074906,37075721	0.016	0.079	0.047	0.174
chr20,46192426,46195331	1.000	0.909	0.727	0.713
chr20,46717175,46717839	NA	0.867	0.720	1.000
chr20,56209822,56211618	0.938	0.822	0.947	0.517
chr20,56681538,56682827	0.450	0.636	0.767	1.000
chr20,47383743,47384446	1.000	0.780	0.849	0.487
chr20,10520632,10524724	0.621	0.778	0.779	0.537
chr20,21595694,21596605	0.405	0.347	0.101	0.862
chr20,49744932,49745219	1.000	0.600	NA	0.400
chr20,57174319,57174549	0.981	0.167	NA	NA
chr20,39705520,39706692	0.455	0.955	0.900	0.737
chr20,35846723,35848839	0.622	0.972	0.612	0.309
chr20,7869734,7870976	0.654	0.926	0.524	1.000
chr20,4121647,4121977	NA	NA	0.000	0.759
chr20,34233234,34234110	0.833	NA	0.438	0.125
chr20,16980193,16980695	NA	1.000	0.864	0.550
chr20,21216095,21217397	0.212	0.735	0.163	0.373
chr20,42621788,42622549	1.000	0.880	1.000	0.565
chr20,4762331,4764252	0.591	0.701	0.627	0.865
chr20,34206325,34206950	0.053	0.075	0.161	0.393
chr20,53902414,53905034	0.926	0.806	0.868	0.529
chr20,14081021,14082671	0.762	0.828	0.986	0.926
chr20,6579884,6580731	0.953	0.893	0.656	0.900
chr20,3183586,3184293	0.250	0.937	0.679	0.471
chr20,24026337,24026640	NA	0.000	0.286	0.350
chr20,43939508,43940709	0.337	0.363	0.349	0.810
chr20,39122110,39123787	0.895	0.667	0.652	0.238
chr20,1928259,1928321	0.600	0.500	0.333	1.000
chr20,61315115,61315495	0.234	0.214	0.727	0.900
chr20,58081218,58081645	NA	0.054	0.818	NA
chr20,277348,277747	0.510	0.478	0.152	0.683
chr20,10375429,10377625	1.000	0.830	1.000	0.211
chr20,839512,840746	0.889	0.800	0.531	0.214
chr20,62113027,62113154	1.000	NA	0.438	NA
chr20,17501406,17501872	0.258	0.267	0.364	0.941
chr20,9600658,9602794	0.925	0.881	0.957	0.714
chr20,20469246,20470013	0.946	0.963	0.824	0.600
chr20,42117920,42119792	0.880	0.935	0.663	0.467
chr20,60705958,60706157	0.463	0.684	0.829	NA
chr20,13977056,13977500	0.447	0.364	0.194	0.643
chr20,35250743,35251436	NA	1.000	0.688	0.974
chr20,9499471,9501597	0.433	0.891	0.714	0.111
chr20,15356869,15358480	0.787	0.959	0.844	0.667
chr20,49502762,49503634	0.979	0.917	0.957	0.605
chr20,5416367,5418705	0.971	0.885	0.730	0.639
chr20,49959588,49961663	0.810	0.927	0.345	0.771
chr20,31406467,31407259	0.889	0.975	0.843	1.000
chr20,10736708,10737262	NA	0.659	0.412	0.231
chr20,46073759,46074157	1.000	0.583	0.333	NA
chr20,59060397,59060607	0.000	0.350	0.279	0.762
chr20,54922721,54925225	0.650	0.436	0.561	0.479
chr20,42189013,42189242	NA	0.318	0.615	1.000
chr20,31057679,31058802	0.200	0.139	0.579	0.103
chr20,8883869,8885496	1.000	1.000	0.792	NA
chr20,38756069,38759646	0.684	0.720	0.850	0.590
chr20,36005664,36008104	0.360	0.576	0.289	0.327
chr20,34340224,34341430	1.000	0.861	0.965	0.714
chr20,55912190,55912636	1.000	0.850	0.590	0.871
chr20,40648380,40650916	0.902	0.317	0.837	0.571
chr20,56287086,56288214	0.630	0.789	0.926	0.783
chr20,46188388,46189127	1.000	0.884	0.587	0.909
chr20,1186627,1189008	0.947	0.889	0.954	0.561
chr20,18443010,18443574	0.958	0.920	0.640	NA
chr20,61507493,61508144	NA	0.926	0.531	0.960
chr20,43201518,43203722	0.788	0.909	0.786	0.628
chr20,30624055,30625504	0.333	0.345	0.078	0.316
chr20,40132432,40133346	0.962	0.943	1.000	0.579
chr20,18329138,18331352	0.850	0.759	0.223	0.485
chr20,41690945,41692100	0.607	0.770	0.403	1.000
chr20,41769874,41770215	0.676	0.958	0.789	0.962
chr20,32733439,32736205	0.683	0.917	0.903	0.568
chr20,23105166,23105986	1.000	0.695	0.622	0.545
chr20,46451903,46453936	0.750	0.925	0.867	0.049
chr20,11722642,11723721	0.618	1.000	0.944	0.680
chr20,38904456,38906578	0.689	0.899	0.767	0.927
chr20,49189708,49191334	0.667	0.842	0.815	0.442
chr20,17509421,17510824	0.812	0.950	NA	0.000
chr20,48596744,48597704	0.556	0.806	0.833	1.000
chr20,56846092,56847082	0.979	1.000	0.847	1.000
chr20,36980101,36980884	NA	0.158	0.643	NA
chr20,56032848,56033393	1.000	0.736	0.953	0.732
chr20,24044883,24048252	0.891	0.375	0.526	0.308
chr20,44759257,44762523	0.571	0.755	0.725	0.315
chr20,47417684,47418126	0.607	NA	0.973	NA
chr20,39524518,39526057	0.674	0.912	0.877	0.659
chr20,18163638,18164601	0.857	0.940	0.877	0.500
chr20,55403982,55404293	0.676	0.815	0.360	0.843
chr20,1730538,1733108	0.605	0.837	0.816	0.906
chr20,23427741,23429086	0.571	0.974	0.923	0.795
chr20,30392328,30393735	0.960	0.872	0.750	1.000
chr20,19988218,19988413	1.000	0.891	NA	1.000
chr20,51891249,51891577	0.895	0.932	0.857	0.687
chr20,16195373,16196682	0.233	0.571	0.808	0.400
chr20,40476744,40478635	0.857	NA	0.194	1.000
chr20,15739071,15740602	0.918	0.961	0.898	0.688
chr20,39902691,39902962	1.000	0.556	0.909	1.000
chr20,57721288,57722204	0.917	0.932	0.800	0.000
chr20,58212341,58215651	0.860	0.706	0.553	0.442
chr20,47692427,47692753	0.444	0.842	1.000	0.950
chr20,51356616,51357770	0.933	0.989	0.929	0.484
chr20,12623249,12623308	1.000	NA	0.511	NA
chr20,43353945,43354215	1.000	1.000	NA	0.500
chr20,1547565,1549394	0.909	0.859	0.607	0.719
chr20,41092518,41092903	NA	1.000	0.615	0.182
chr20,15229719,15229901	NA	0.812	0.750	0.000
chr20,55982680,55982774	NA	1.000	0.692	NA
chr20,36216523,36217481	NA	0.933	0.932	0.552
chr20,49978516,49979568	1.000	1.000	0.611	NA
chr20,40845368,40846321	0.511	0.867	0.478	0.818
chr20,45665094,45665796	1.000	0.984	0.900	1.000
chr20,62530264,62530994	0.586	0.500	0.212	1.000
chr20,58381379,58381487	0.400	0.636	0.907	0.429
chr20,53215348,53216766	0.625	0.714	0.963	0.913
chr20,54306678,54307166	0.970	0.718	0.464	1.000
chr20,17681782,17683244	0.942	0.840	0.883	0.429
chr20,11328785,11331313	0.421	0.239	0.514	0.654
chr20,42308793,42309533	0.869	0.983	1.000	NA
chr20,22158295,22160830	0.694	0.731	0.579	0.441
chr20,26256674,26257112	0.753	0.710	0.896	0.604
chr20,12432706,12434094	1.000	0.971	0.286	0.949
chr20,12141811,12143017	1.000	0.793	1.000	0.600
chr20,39771559,39773114	0.385	0.300	0.389	0.778
chr20,21126960,21128743	0.706	0.956	0.947	1.000
chr20,61477570,61477786	0.800	0.972	0.719	1.000
chr20,7722747,7724323	1.000	1.000	0.952	0.720
chr20,43928540,43928916	NA	NA	1.000	0.529
chr20,5341189,5342318	0.667	0.971	0.792	0.821
chr20,16744567,16745717	0.769	0.286	0.583	NA
chr20,24348198,24348675	0.960	0.682	0.938	0.440
chr20,2885491,2886647	1.000	0.867	0.828	1.000
chr20,62518702,62519104	NA	NA	0.935	0.500
chr20,17261649,17262046	0.636	0.227	NA	1.000
chr20,44669251,44670058	0.354	0.073	0.109	0.300
chr20,20847102,20848216	1.000	0.636	0.720	0.844
chr20,47916297,47916914	NA	0.667	0.962	NA
chr20,10187946,10191771	0.683	0.840	0.881	0.606
chr20,7018876,7020030	1.000	0.655	0.636	0.645
chr20,25651805,25652953	0.897	0.970	1.000	0.667
chr20,18592641,18593086	NA	1.000	NA	0.588
chr20,51575715,51576983	0.779	0.750	0.898	0.357
chr20,8516954,8517503	1.000	0.785	0.462	0.418
chr20,39809164,39809787	NA	NA	1.000	0.667
chr20,36532250,36532571	0.200	0.900	0.625	1.000
chr20,55862605,55862700	NA	0.600	0.233	0.700
chr20,56574622,56574844	0.059	0.000	0.000	0.104
chr20,60950551,60952688	0.921	0.812	0.868	0.343
chr20,62863413,62865189	0.964	0.922	0.773	0.059
chr20,56888211,56889268	0.750	0.619	0.872	0.500
chr20,37154562,37154759	1.000	0.680	NA	NA
chr20,56752504,56753341	0.744	0.887	0.812	0.397
chr20,47105099,47105509	1.000	1.000	0.865	NA
chr20,32331631,32332002	NA	0.658	0.297	NA
chr20,4608134,4610662	0.833	0.651	0.574	0.955
chr20,37564455,37565290	1.000	0.667	0.880	0.904
chr20,6423253,6425560	0.814	0.815	0.926	0.500
chr20,40570059,40571267	0.927	0.920	0.778	0.417
chr20,31224370,31225776	0.979	0.810	0.933	0.467
chr20,18749148,18750289	0.955	0.950	0.877	0.795
chr20,15996033,15997424	0.862	0.930	0.906	0.696
chr20,61731977,61732479	NA	NA	0.973	0.000
chr20,34670120,34670190	NA	0.098	0.947	1.000
chr20,36783826,36785300	0.841	0.780	0.839	0.577
chr20,60517088,60517404	NA	0.897	1.000	0.536
chr20,1825311,1828495	0.863	0.477	0.579	0.273
chr20,58262843,58263094	1.000	0.523	NA	0.583
chr20,60915553,60915815	1.000	0.643	0.929	0.750
chr20,10560176,10560362	1.000	0.643	0.941	1.000
chr20,62196125,62196573	0.654	1.000	1.000	0.857
chr20,58234395,58235540	1.000	0.975	0.826	1.000
chr20,56564336,56566929	0.931	0.674	0.744	0.299
chr20,6887581,6891360	0.554	0.892	0.595	0.633
chr20,2295673,2296641	0.182	0.053	0.852	0.600
chr20,10601613,10602479	0.286	0.854	0.889	NA
chr20,52424995,52425051	NA	0.892	1.000	0.621
chr20,51537509,51537969	0.500	0.994	0.867	1.000
chr20,15997853,16000866	0.900	0.811	0.931	0.370
chr20,6001466,6002067	0.964	0.882	0.879	0.357
chr20,6099655,6100264	NA	1.000	0.978	0.625
chr20,24372071,24372665	0.905	0.895	0.933	0.683
chr20,51834923,51835809	0.976	0.929	0.826	0.714
chr20,9213518,9214685	0.462	0.800	0.990	0.741
chr20,39482695,39483122	0.680	1.000	1.000	NA
chr20,48003699,48004226	NA	0.033	0.455	NA
chr20,961463,961849	0.867	1.000	0.466	0.538
chr20,35402981,35403122	NA	0.853	0.815	0.286
chr20,21840093,21841339	0.889	0.822	0.718	0.051
chr20,25053743,25054049	1.000	0.667	0.654	0.586
chr20,44498463,44499624	0.960	0.914	0.852	0.200
chr20,33335391,33339141	0.841	0.872	0.868	0.633
chr20,44692499,44695579	0.969	0.899	0.926	0.582
chr20,49529585,49531312	0.644	0.722	0.812	1.000
chr20,25029309,25029605	1.000	0.500	0.000	NA
chr20,25101704,25105266	0.951	0.976	0.952	0.762
chr20,61462356,61462707	NA	0.809	0.333	NA
chr20,36536940,36538165	0.714	0.964	0.641	0.863
chr20,780857,781765	0.942	0.857	0.750	0.687
chr20,38152913,38153766	NA	1.000	0.667	NA
chr20,62751748,62752815	0.793	0.500	0.307	0.000
chr20,20968939,20969413	1.000	0.500	0.846	NA
chr20,32375946,32376370	1.000	0.200	1.000	1.000
chr20,60058871,60059748	0.725	0.896	0.796	0.486
chr20,34764118,34765534	NA	0.879	0.927	0.655
chr20,16673631,16674718	0.833	0.972	1.000	1.000
chr20,52186167,52186452	1.000	1.000	1.000	0.652
chr20,17563304,17565291	0.806	0.984	0.841	1.000
chr20,41643967,41646286	0.544	0.664	0.527	0.821
chr20,16538781,16539098	NA	0.833	NA	0.111
chr20,57668215,57668950	NA	0.938	0.438	0.615
chr20,45588766,45589950	0.907	0.840	0.920	0.690
chr20,61974860,61975622	0.727	0.542	0.871	0.321
chr20,58316192,58316519	1.000	0.955	0.824	0.500
chr20,54824083,54825844	0.857	0.479	0.812	0.393
chr20,62451397,62451641	0.800	0.636	0.370	NA
chr20,25488944,25489149	NA	0.571	1.000	NA
chr20,44982868,44983515	NA	1.000	0.967	0.375
chr20,4611874,4612278	1.000	0.611	0.895	NA
chr20,6593576,6594053	0.480	0.615	NA	0.966
chr20,49878835,49880651	0.984	0.882	0.913	0.288
chr20,56833915,56834129	0.939	0.592	NA	NA
chr20,31338271,31338437	NA	0.583	0.962	NA
chr20,61781128,61781754	0.692	0.778	0.828	0.237
chr20,21158020,21158647	0.917	0.839	0.190	NA
chr20,62175911,62176285	NA	0.757	0.882	1.000
chr20,1906048,1907160	0.971	0.954	0.788	1.000
chr20,19695418,19697833	0.553	0.827	0.857	0.800
chr20,56001877,56002447	0.900	1.000	0.615	0.538
chr20,17847915,17848409	NA	0.773	0.991	0.806
chr20,24593829,24595855	0.759	0.746	0.862	0.157
chr20,8890975,8893663	0.932	0.923	0.268	0.864
chr20,20313610,20314148	1.000	1.000	0.975	NA
chr20,56907886,56908368	0.786	1.000	1.000	0.682
chr20,17813728,17814096	0.941	0.875	0.547	1.000
chr20,5500829,5501877	1.000	0.750	0.794	0.536
chr20,14199646,14203094	0.895	0.832	0.725	0.629
chr20,40254791,40255660	0.941	0.986	0.953	0.633
chr20,23225847,23226813	0.765	0.316	0.524	0.857
chr20,2917988,2919477	0.703	0.895	1.000	NA
chr20,38831724,38837361	0.885	0.720	0.547	0.786
chr20,13750046,13752125	0.950	0.940	0.979	0.815
chr20,56285950,56287051	0.292	0.606	0.763	0.133
chr20,6003539,6004335	1.000	1.000	0.913	0.810
chr20,21377621,21378000	NA	0.244	0.079	0.000
chr20,60377086,60377987	0.742	0.750	0.885	0.769
chr20,37159752,37163326	0.895	0.989	0.931	0.828
chr20,33316615,33316973	0.500	1.000	NA	NA
chr20,19192314,19192707	0.037	0.000	0.000	0.000
chr20,35245986,35246275	0.818	NA	0.895	0.483
chr20,60165434,60166007	0.969	0.897	0.971	0.682
chr20,46016833,46018782	0.980	0.885	0.935	0.526
chr20,48736320,48736401	0.350	0.350	0.000	0.750
chr20,48510863,48514331	0.927	0.699	0.733	0.561
chr20,50624315,50625374	0.659	1.000	0.966	0.917
chr20,5378009,5386158	0.565	0.698	0.760	0.345
chr20,36909020,36909451	NA	0.900	1.000	0.632
chr20,56454825,56455422	0.921	0.906	0.780	1.000
chr20,49721064,49722122	0.905	0.698	0.826	1.000
chr20,60581046,60581127	NA	0.231	0.812	0.632
chr20,53565577,53566355	0.850	0.865	0.372	1.000
chr20,20413042,20414508	0.885	1.000	0.929	1.000
chr20,53500925,53502222	NA	0.234	0.533	0.962
chr20,11128037,11130857	0.825	0.966	0.933	0.710
chr20,60626095,60626457	0.800	0.771	0.286	NA
chr20,47420617,47421650	0.952	0.687	0.962	0.931
chr20,17487662,17488184	1.000	NA	0.846	0.417
chr20,24961185,24961345	1.000	NA	0.846	NA
chr20,25739773,25747324	0.873	0.884	0.888	0.586
chr20,31849959,31851052	0.607	0.200	0.107	0.133
chr20,59967839,59968827	0.984	0.808	0.847	0.941
chr20,44517197,44518093	1.000	1.000	0.795	NA
chr20,50764273,50765129	0.706	1.000	1.000	1.000
chr20,62568023,62568571	0.758	0.649	0.894	0.651
chr20,46391045,46391611	1.000	1.000	1.000	0.579
chr20,47993994,47994331	NA	0.889	0.818	0.364
chr20,12254252,12258367	0.800	0.476	0.906	0.909
chr20,59278532,59278840	0.900	0.179	NA	NA
chr20,55633244,55634574	0.829	0.652	0.800	0.424
chr20,56129817,56129955	1.000	0.615	1.000	NA
chr20,59024610,59025077	1.000	0.828	0.923	0.350
chr20,39556436,39558273	0.838	0.964	0.944	0.683
chr20,19112342,19114131	0.692	0.886	0.913	0.947
chr20,36047622,36048604	0.967	1.000	0.167	NA
chr20,36322067,36322892	0.000	0.000	0.000	0.034
chr20,24661061,24661909	0.727	0.837	0.565	0.700
chr20,57202634,57204058	0.939	0.778	0.944	0.612
chr20,22195950,22198368	0.660	0.749	0.925	0.943
chr20,5826925,5827200	0.958	NA	1.000	0.635
chr20,62786478,62787058	1.000	0.921	0.961	0.333
chr20,22339328,22342083	0.828	0.995	0.948	0.717
chr20,14827184,14827457	NA	1.000	0.241	0.909
chr20,5299821,5302705	0.887	0.733	0.791	0.365
chr20,46521716,46521914	0.679	0.950	0.792	0.903
chr20,20893573,20893946	0.087	0.818	0.833	0.500
chr20,18069748,18069896	1.000	1.000	0.600	1.000
chr20,853784,854965	0.792	0.622	0.712	0.467
chr20,62024740,62025229	NA	0.991	0.875	0.660
chr20,17590063,17591428	0.679	0.410	0.781	0.206
chr20,53302329,53303151	NA	1.000	NA	0.462
chr20,42394680,42395187	NA	0.857	0.745	0.343
chr20,55623154,55623984	0.375	0.714	0.894	0.750
chr20,20839046,20840929	0.484	0.284	0.407	0.000
chr20,20648752,20650106	0.762	0.984	0.774	1.000
chr20,33573505,33574014	0.686	0.939	0.967	0.694
chr20,32950348,32950369	1.000	0.500	NA	NA
chr20,24180524,24180805	NA	0.154	0.765	NA
chr20,23079562,23080074	0.764	0.955	0.946	0.977
chr20,60715639,60716023	1.000	NA	0.800	1.000
chr20,14051107,14053085	0.979	0.977	0.970	0.667
chr20,49730885,49732513	0.871	0.857	0.769	0.600
chr20,29811069,29811660	0.660	0.782	0.620	0.562
chr20,59653340,59654064	0.889	0.613	0.632	0.889
chr20,53442685,53446689	0.926	0.789	0.863	0.187
