1chr_position	sample4	sample3	sample1	sample2
chr19,48261885,48262351	0.824	0.000	1.000	NA
chr19,1656096,1656404	0.944	0.357	0.933	NA
chr19,40652878,40654096	0.632	0.886	0.767	0.100
chr19,19765750,19766243	0.943	1.000	0.974	0.143
chr19,35893715,35894799	0.913	1.000	0.979	0.464
chr19,41901005,41901594	0.591	0.781	0.800	1.000
chr19,29804634,29804883	0.596	1.000	1.000	NA
chr19,29822727,29824254	0.865	NA	0.862	0.340
chr19,5862654,5862940	0.913	0.963	0.471	0.200
chr19,30817563,30817656	0.714	1.000	0.718	1.000
chr19,39615752,39616799	0.061	0.116	0.008	0.600
chr19,39603060,39603217	1.000	1.000	0.762	1.000
chr19,5421466,5422316	0.791	0.429	0.878	0.883
chr19,28972221,28972577	0.053	0.882	0.429	NA
chr19,14499375,14499947	0.467	0.677	1.000	NA
chr19,28277744,28278305	0.089	1.000	0.983	0.667
chr19,10724068,10724561	0.966	0.692	0.947	1.000
chr19,30254348,30254512	1.000	0.926	NA	0.091
chr19,45728368,45728746	0.273	1.000	NA	1.000
chr19,21529747,21530586	0.897	0.724	0.900	1.000
chr19,48077030,48077302	0.615	NA	NA	0.000
chr19,39891933,39893027	0.231	0.379	0.343	0.000
chr19,5025648,5025811	0.448	1.000	0.927	0.250
chr19,22766968,22768093	0.867	1.000	0.483	1.000
chr19,55076408,55077120	0.212	0.903	0.984	NA
chr19,49727234,49728315	0.775	0.942	0.590	0.408
chr19,58242630,58245302	0.864	0.455	0.909	NA
chr19,22398161,22399018	0.114	0.610	0.095	0.159
chr19,10709100,10709777	0.565	0.850	0.917	1.000
chr19,777496,777878	0.588	NA	0.765	1.000
chr19,34007977,34008515	0.962	1.000	0.967	0.759
chr19,47090408,47091208	1.000	0.842	1.000	0.333
chr19,50275067,50275176	1.000	1.000	NA	0.583
chr19,38765493,38765805	0.286	0.667	0.536	1.000
chr19,50729866,50731836	0.964	0.800	0.600	0.671
chr19,11239694,11240238	0.963	0.929	0.973	0.702
chr19,41241389,41242063	1.000	NA	NA	0.647
chr19,2440099,2440344	NA	0.857	1.000	0.600
chr19,32333025,32336859	0.679	0.605	0.786	0.000
chr19,46922723,46923125	1.000	NA	0.739	1.000
chr19,3485539,3485984	0.964	0.864	0.591	1.000
chr19,44174786,44176174	0.610	0.412	0.450	0.000
chr19,44599842,44601826	0.919	0.952	0.946	0.705
chr19,35762175,35762270	NA	NA	0.976	0.500
chr19,12174217,12174323	1.000	0.900	1.000	0.714
chr19,45797270,45797519	1.000	NA	0.700	0.333
chr19,59020986,59022242	0.713	0.791	0.885	0.585
chr19,46915549,46916602	0.448	0.515	0.317	0.187
chr19,58982328,58982760	0.982	0.966	0.961	0.529
chr19,48369099,48369623	0.931	NA	0.944	0.333
chr19,57388488,57389792	0.859	0.945	0.912	0.625
chr19,7894967,7896622	0.434	0.554	0.322	0.102
chr19,8936019,8937036	0.408	0.810	0.886	0.638
chr19,48263909,48265402	0.895	1.000	0.567	0.750
chr19,41510753,41512578	0.928	0.621	0.632	0.167
chr19,6239263,6239362	0.933	0.900	0.058	NA
chr19,21138956,21143012	0.861	0.968	0.911	0.825
chr19,17805800,17806717	0.542	0.636	0.845	1.000
chr19,28508666,28508728	0.800	1.000	NA	NA
chr19,54470861,54471002	NA	0.706	NA	1.000
chr19,48389360,48390575	0.792	0.852	0.724	1.000
chr19,57151072,57151545	NA	0.381	NA	0.000
chr19,11839912,11841125	0.938	0.957	0.969	0.586
chr19,45318517,45319608	0.784	1.000	0.941	1.000
chr19,59003592,59003749	0.957	0.959	0.710	1.000
chr19,7557795,7558112	0.695	0.048	0.296	0.444
chr19,32990859,32991865	0.938	0.977	0.969	0.731
chr19,54667548,54668622	0.295	0.190	0.487	0.000
chr19,19504108,19505284	0.727	1.000	0.844	0.480
chr19,49766330,49766991	0.429	0.706	0.909	1.000
chr19,15518969,15519638	0.943	0.524	0.941	0.943
chr19,55355286,55356614	0.667	1.000	NA	NA
chr19,48568069,48568581	0.929	0.900	0.864	0.417
chr19,8942956,8943252	0.343	NA	0.011	0.000
chr19,56075018,56075423	0.769	0.944	0.378	0.714
chr19,30227741,30228408	0.862	1.000	0.982	0.610
chr19,9682308,9684164	0.948	0.963	0.992	0.612
chr19,4645149,4645517	0.950	1.000	0.786	0.622
chr19,8629322,8629800	0.200	NA	0.204	0.833
chr19,48216305,48216812	0.028	0.050	0.231	0.042
chr19,46799233,46800601	0.150	NA	0.221	0.056
chr19,51874528,51874771	0.154	0.097	0.800	NA
chr19,58331393,58331636	0.000	0.107	0.000	0.000
chr19,16866814,16867663	0.706	0.769	0.989	0.692
chr19,15865469,15866204	0.667	1.000	0.882	1.000
chr19,28876783,28878280	0.684	0.955	0.600	0.400
chr19,6412673,6413695	0.737	0.716	0.818	1.000
chr19,10303858,10304626	0.613	1.000	0.431	0.304
chr19,41029209,41030337	0.462	0.533	0.776	0.093
chr19,47816584,47817200	0.500	0.826	0.758	0.179
chr19,17813437,17813740	0.865	0.850	1.000	0.614
chr19,8130307,8130520	0.214	NA	NA	0.727
chr19,17664900,17665787	0.821	0.909	0.788	0.526
chr19,52526678,52528132	1.000	1.000	1.000	0.836
chr19,49505705,49506896	0.970	NA	0.895	0.533
chr19,14367562,14369670	0.708	0.591	0.659	0.433
chr19,48774558,48774874	0.000	NA	0.101	0.000
chr19,14505660,14505982	0.789	NA	1.000	1.000
chr19,7409600,7410077	0.218	NA	0.692	0.389
chr19,50520140,50521440	0.967	0.900	0.906	0.781
chr19,1617469,1618610	0.625	0.952	0.565	0.761
chr19,38350091,38350336	1.000	NA	0.846	1.000
chr19,50410938,50412085	0.870	0.986	0.922	1.000
chr19,49157178,49158590	0.667	0.579	0.936	0.923
chr19,58505675,58506484	0.929	1.000	0.736	NA
chr19,6674434,6674663	NA	NA	0.634	1.000
chr19,2453125,2453172	0.320	1.000	NA	NA
chr19,7629426,7630261	0.682	1.000	1.000	0.923
chr19,52048254,52050886	0.449	0.093	0.760	0.346
chr19,36927211,36927804	0.769	0.486	0.773	1.000
chr19,46194991,46195185	0.000	NA	0.061	0.000
chr19,38040418,38040900	0.810	0.877	0.670	NA
chr19,1882746,1883193	0.357	0.526	0.761	0.710
chr19,54704149,54704212	NA	NA	0.000	0.261
chr19,54043469,54043978	0.778	0.902	0.098	0.250
chr19,53507348,53507970	0.957	NA	0.600	0.500
chr19,817312,817810	0.800	0.240	0.373	NA
chr19,12654284,12654552	0.900	1.000	1.000	0.600
chr19,4676336,4676755	0.818	1.000	0.903	1.000
chr19,8544944,8545087	0.963	NA	0.524	1.000
chr19,14516701,14516896	NA	0.111	0.812	0.871
chr19,9246765,9247103	NA	0.560	0.673	0.194
chr19,4087279,4087768	0.674	0.278	0.895	0.667
chr19,53148918,53151634	0.933	0.842	0.444	1.000
chr19,1458099,1458830	0.786	0.917	0.944	0.400
chr19,48075055,48075767	0.818	0.778	0.960	0.529
chr19,40406095,40406731	0.800	0.929	NA	0.286
chr19,10369634,10370152	0.390	0.941	0.562	0.385
chr19,34345170,34347192	0.759	0.796	0.606	0.396
chr19,57790068,57791159	0.489	0.647	0.207	0.433
chr19,1271172,1271583	0.577	0.769	0.861	0.800
chr19,35450187,35450391	0.364	NA	NA	1.000
chr19,28743926,28744783	0.759	0.941	0.880	0.526
chr19,58951900,58952336	0.289	NA	0.279	0.000
chr19,4198288,4198556	0.000	NA	0.348	NA
chr19,36526108,36526374	0.929	NA	0.333	NA
chr19,23532991,23533901	0.957	0.891	0.719	0.900
chr19,50143542,50143654	0.000	0.150	0.000	0.647
chr19,56114086,56114380	0.778	1.000	NA	0.681
chr19,7854572,7855318	0.343	0.400	0.364	0.000
chr19,1066157,1067625	0.087	0.543	0.202	0.029
chr19,29436654,29437750	0.913	0.714	0.683	0.474
chr19,45546857,45547418	0.773	0.571	0.980	1.000
chr19,51548236,51552073	0.742	0.601	0.629	0.415
chr19,15961786,15962392	0.581	0.909	0.750	0.941
chr19,746907,747750	0.927	1.000	0.982	NA
chr19,50072348,50073797	0.388	0.667	0.500	0.259
chr19,40352189,40352590	0.750	1.000	NA	NA
chr19,49548811,49549284	0.964	0.333	1.000	0.913
chr19,54879401,54880572	0.444	0.640	0.771	1.000
chr19,53861442,53862210	0.854	0.355	0.561	0.400
chr19,45942241,45942734	0.662	0.125	0.447	0.667
chr19,49476320,49476536	0.840	0.808	0.974	0.583
chr19,31951291,31952768	0.984	0.979	0.793	1.000
chr19,3328028,3328816	0.958	0.353	0.132	0.462
chr19,3204843,3205530	0.989	0.935	0.917	0.833
chr19,53783540,53784156	0.767	NA	0.917	0.381
chr19,12280127,12280547	0.632	1.000	1.000	1.000
chr19,12800517,12801248	0.523	0.818	0.452	0.256
chr19,45385882,45386400	1.000	1.000	0.786	0.600
chr19,2734881,2735104	0.919	0.786	0.500	NA
chr19,28200563,28201409	0.241	0.900	0.741	0.600
chr19,5728928,5729588	1.000	NA	NA	0.500
chr19,44158870,44159697	0.516	1.000	0.516	0.417
chr19,4925680,4927370	0.821	0.805	0.857	0.706
chr19,24374901,24379099	0.409	0.667	0.446	0.714
chr19,10349714,10351221	0.899	0.722	0.843	0.676
chr19,58505202,58505378	0.917	0.455	0.929	NA
chr19,20146970,20147584	0.378	0.944	0.541	0.333
chr19,53495844,53496216	0.144	0.250	0.215	0.371
chr19,15480280,15480488	0.917	1.000	0.955	0.800
chr19,11259407,11259787	0.903	1.000	1.000	0.412
chr19,35452482,35454337	0.116	0.292	0.292	0.083
chr19,28853517,28853848	0.706	0.791	0.588	0.429
chr19,50230440,50231512	0.899	1.000	0.849	0.421
chr19,19672304,19672663	0.950	0.941	0.731	1.000
chr19,39186249,39186639	0.143	NA	0.800	1.000
chr19,42318495,42318680	0.917	1.000	NA	0.500
chr19,19226888,19227014	0.600	NA	NA	1.000
chr19,14157519,14158049	0.567	0.217	0.917	0.676
chr19,38028729,38029507	0.986	0.676	0.857	0.885
chr19,36555868,36556209	0.797	0.364	0.571	0.750
chr19,46703042,46704416	0.960	0.927	0.585	0.838
chr19,54908618,54909003	0.778	0.250	0.435	NA
chr19,56797750,56797944	0.800	NA	0.857	0.333
chr19,22718924,22721557	0.682	0.816	0.921	0.649
chr19,30290372,30290864	0.992	1.000	0.600	NA
chr19,57543822,57544323	0.692	1.000	0.947	0.273
chr19,18877236,18877575	0.889	0.903	0.960	0.706
chr19,20141102,20141607	0.955	0.818	0.600	0.947
chr19,46920441,46920652	0.985	0.714	0.778	0.333
chr19,44933206,44933792	0.949	NA	0.875	0.438
chr19,56157429,56157971	0.545	NA	NA	1.000
chr19,19353968,19355159	0.833	0.969	0.381	0.280
chr19,8787403,8789226	0.938	0.273	1.000	0.786
chr19,7555227,7557199	0.797	0.844	0.885	0.375
chr19,9052273,9056731	0.744	0.867	0.661	0.713
chr19,57249528,57250523	0.825	1.000	0.976	NA
chr19,50096909,50097304	0.122	NA	0.783	0.700
chr19,4069129,4070008	0.457	0.036	0.552	0.280
chr19,14782640,14783091	0.316	NA	0.909	NA
chr19,53686852,53688128	0.957	1.000	0.811	0.610
chr19,15720276,15720316	0.400	NA	1.000	NA
chr19,49536717,49537365	0.604	0.778	0.902	0.750
chr19,33106226,33106599	0.909	1.000	0.440	1.000
chr19,46308065,46308228	1.000	0.893	0.941	0.377
chr19,4291895,4293028	0.926	0.797	0.984	0.800
chr19,15898970,15899463	0.536	0.630	0.829	0.600
chr19,54927677,54928184	0.395	0.667	0.173	0.000
chr19,16932533,16933795	0.911	0.973	0.853	0.525
chr19,45947903,45948201	0.125	0.038	0.436	0.405
chr19,54860054,54861160	0.556	NA	0.974	NA
chr19,47140077,47140993	0.930	0.798	0.863	0.643
chr19,10026040,10028663	0.645	0.786	0.693	0.338
chr19,19457524,19458353	0.883	NA	0.814	1.000
chr19,56919831,56922244	0.889	0.900	0.993	0.982
chr19,58810824,58811787	0.952	0.967	0.962	0.000
chr19,58105244,58108460	0.708	0.885	0.683	0.766
chr19,23696042,23696376	0.700	NA	NA	1.000
chr19,16458047,16458346	0.833	1.000	0.971	NA
chr19,1506242,1506415	0.867	1.000	0.971	0.391
chr19,14458005,14459024	0.705	0.768	0.750	0.419
chr19,3238071,3238172	1.000	NA	0.615	NA
chr19,5918489,5918835	0.772	NA	0.923	1.000
chr19,42262887,42265199	0.628	0.136	0.481	0.362
chr19,20189833,20190339	0.222	0.500	0.074	0.074
chr19,3906247,3906551	1.000	0.484	0.857	NA
chr19,3327453,3327552	0.948	0.667	NA	0.000
chr19,38760583,38762617	0.881	0.950	0.913	0.800
chr19,14127155,14127379	0.789	1.000	NA	NA
chr19,57589217,57590025	0.833	0.896	0.844	0.350
chr19,16423779,16424139	NA	0.750	0.280	NA
chr19,53136918,53137071	0.958	0.400	NA	0.476
chr19,56384105,56385111	0.935	0.772	0.870	0.803
chr19,1282947,1283059	0.905	NA	1.000	0.500
chr19,16861375,16861806	NA	1.000	0.778	1.000
chr19,8135438,8136956	0.931	1.000	0.838	0.667
chr19,3287819,3288075	0.450	1.000	0.522	0.800
chr19,7815186,7815491	0.781	1.000	0.958	0.895
chr19,8497436,8498701	0.923	0.939	0.897	0.565
chr19,41876554,41876858	0.298	1.000	0.786	NA
chr19,58893346,58894102	0.933	0.667	0.756	1.000
chr19,3372511,3372675	0.056	0.562	0.100	NA
chr19,59012978,59013403	0.914	0.771	0.719	0.200
chr19,12706874,12707590	0.974	0.867	0.875	0.533
chr19,45144505,45144916	0.944	0.962	0.745	0.660
chr19,28158765,28159617	0.617	0.548	0.821	0.723
chr19,48121679,48121993	1.000	NA	0.958	0.542
chr19,20156708,20157990	0.681	0.383	0.639	0.793
chr19,31032269,31035078	0.850	0.945	0.903	0.642
chr19,4158348,4159476	0.831	0.951	0.955	1.000
chr19,28120330,28121509	0.455	0.647	0.854	NA
chr19,51539382,51539624	0.467	NA	0.867	1.000
chr19,35608568,35608984	0.101	NA	0.647	NA
chr19,55603190,55603438	0.938	NA	1.000	0.700
chr19,4949716,4950474	1.000	NA	0.793	1.000
chr19,28206310,28208294	0.500	0.435	0.434	0.887
chr19,57590655,57591395	0.833	0.222	0.760	0.542
chr19,49596560,49596883	0.923	0.724	1.000	1.000
chr19,15118215,15119041	0.993	0.944	0.850	0.368
chr19,46751884,46754210	0.680	0.846	0.970	0.722
chr19,1239384,1239580	0.981	NA	0.606	NA
chr19,33149657,33150426	0.872	0.636	0.930	0.900
chr19,19582199,19582578	0.812	0.872	1.000	0.500
chr19,50252603,50253069	1.000	NA	0.824	0.120
chr19,23048628,23050312	0.898	0.944	0.368	0.517
chr19,15095645,15095972	0.900	1.000	NA	0.534
chr19,50673570,50674169	0.889	0.884	1.000	0.616
chr19,51199075,51199345	0.053	0.062	0.014	0.429
chr19,46616455,46617475	0.219	0.545	0.784	0.586
chr19,48005896,48006665	0.949	0.933	0.986	0.640
chr19,3114438,3114965	0.887	NA	1.000	0.548
chr19,50733208,50734379	0.836	0.965	0.750	0.182
chr19,3124712,3126360	0.248	0.469	0.407	0.212
chr19,55653038,55653678	0.260	0.059	0.086	0.450
chr19,35597530,35598624	0.692	0.909	0.889	0.103
chr19,51230921,51231356	0.127	0.917	0.750	0.774
chr19,58350089,58351428	0.231	0.850	0.556	0.289
chr19,58777334,58777633	0.952	0.341	NA	0.600
chr19,17497979,17498354	0.933	0.929	0.311	0.200
chr19,13669076,13670275	0.857	0.462	0.714	0.868
chr19,41295827,41296435	NA	1.000	0.923	0.590
chr19,2409792,2413440	0.878	0.615	0.913	0.909
chr19,33358991,33359273	0.913	1.000	0.941	0.231
chr19,33816756,33817440	0.946	0.822	1.000	0.000
chr19,55602037,55602676	0.970	0.984	0.964	0.667
chr19,21649387,21650314	0.180	0.833	0.895	1.000
chr19,30744353,30744711	0.333	0.167	0.647	0.821
chr19,6271697,6272201	0.824	0.773	0.507	0.562
chr19,53489214,53490392	0.822	0.897	0.987	0.827
chr19,3561993,3562111	1.000	NA	1.000	0.844
chr19,39433090,39433381	0.692	0.929	0.867	1.000
chr19,41384253,41387538	0.839	0.565	0.440	0.325
chr19,18331005,18331472	0.736	0.743	0.821	0.643
chr19,21500236,21500811	0.909	0.800	0.500	NA
chr19,50425252,50425536	0.762	NA	0.156	NA
chr19,15343866,15344417	0.000	0.097	0.088	0.000
chr19,16055278,16055805	0.565	0.696	0.925	0.556
chr19,57382877,57383768	0.866	0.625	1.000	0.719
chr19,1794450,1794942	0.794	NA	0.545	0.000
chr19,41778278,41779147	0.993	NA	0.929	0.758
chr19,12910451,12910734	0.833	0.929	0.933	0.464
chr19,16876718,16879299	0.863	0.711	0.738	0.471
chr19,50492939,50493264	1.000	0.696	1.000	NA
chr19,7690708,7691233	0.940	0.938	0.895	0.657
chr19,50753545,50754643	0.896	1.000	0.923	0.071
chr19,2717643,2717711	0.943	NA	1.000	0.727
chr19,49872082,49872108	NA	1.000	0.571	0.824
chr19,53591428,53593080	0.531	0.769	0.914	0.768
chr19,52801665,52802443	0.923	0.863	0.989	0.583
chr19,12854982,12855838	0.966	NA	0.935	0.745
chr19,11726522,11729138	0.941	0.662	0.973	0.713
chr19,55859605,55859851	0.360	NA	0.976	1.000
chr19,48468812,48469554	0.778	0.692	0.914	1.000
chr19,41273625,41274125	0.561	0.913	0.750	0.722
chr19,58525801,58526669	0.649	0.500	0.957	0.656
chr19,55659091,55660108	0.511	0.767	0.677	0.833
chr19,13083513,13084388	0.833	0.810	0.658	1.000
chr19,7875065,7875355	0.583	1.000	0.579	0.588
chr19,35485028,35485772	0.549	0.867	0.387	0.143
chr19,59001305,59001840	0.895	NA	1.000	0.815
chr19,29795528,29797521	0.966	0.886	0.860	0.896
chr19,50896753,50897113	0.776	0.300	0.875	0.800
chr19,10717071,10717440	1.000	1.000	1.000	0.765
chr19,13909003,13909670	0.562	NA	0.966	1.000
chr19,19295817,19296386	0.967	1.000	0.949	0.901
chr19,9227236,9228467	0.578	0.588	0.314	0.917
chr19,6636086,6636580	0.953	0.611	0.500	NA
chr19,24072415,24073815	0.429	0.929	0.867	1.000
chr19,58715369,58715454	0.579	NA	NA	0.000
chr19,2430171,2430299	NA	NA	0.957	0.583
chr19,2481142,2482938	0.964	0.909	0.967	0.821
chr19,54181301,54182163	0.333	0.692	0.987	1.000
chr19,7336479,7337097	0.259	1.000	1.000	NA
chr19,21203104,21204414	0.052	0.088	0.081	0.155
chr19,1694229,1694508	0.060	0.375	0.800	0.600
chr19,42425905,42428129	0.291	0.470	0.502	0.376
chr19,17329882,17330464	0.958	0.955	0.182	1.000
chr19,29517668,29518253	0.480	0.871	0.896	0.938
chr19,49847572,49847685	1.000	1.000	NA	0.562
chr19,18888052,18888128	0.467	1.000	NA	1.000
chr19,412651,413395	0.789	NA	0.625	0.385
chr19,46180117,46180374	0.042	0.182	0.574	0.000
chr19,8455123,8456315	0.175	0.379	0.119	0.000
chr19,10648503,10649067	0.816	0.744	0.923	0.567
chr19,1486718,1487344	0.935	NA	1.000	1.000
chr19,27823370,27824222	0.938	0.641	0.947	0.862
chr19,6433505,6433857	0.225	0.926	0.867	1.000
chr19,46840306,46841071	1.000	0.667	0.909	0.640
chr19,15748379,15750361	0.923	0.810	0.726	0.797
chr19,4172845,4173670	0.025	NA	0.016	0.143
chr19,51156713,51157854	0.788	0.707	0.658	0.271
chr19,23588396,23591525	0.758	0.621	0.933	0.651
chr19,58781188,58781729	0.783	0.842	0.498	NA
chr19,8315001,8316492	0.950	0.870	0.829	1.000
chr19,42422254,42423877	0.982	0.816	0.895	0.759
chr19,6097483,6098750	0.808	0.600	0.903	0.778
chr19,49090091,49090226	0.800	NA	NA	0.333
chr19,50904692,50904964	1.000	NA	NA	0.583
chr19,39641867,39643077	0.852	0.333	0.860	0.829
chr19,31210803,31211049	0.000	0.226	0.097	0.000
chr19,11691361,11694480	0.804	0.789	0.795	0.578
chr19,4250953,4251120	0.993	1.000	1.000	0.760
chr19,39171197,39171593	1.000	NA	NA	0.600
chr19,41640549,41644219	0.632	0.825	0.744	0.238
chr19,1676212,1676802	0.090	0.314	0.213	1.000
chr19,21108028,21111751	0.948	0.958	0.948	0.776
chr19,41257836,41258996	0.542	0.500	0.375	0.116
chr19,40033699,40035672	0.957	0.750	0.818	1.000
chr19,46353169,46353480	0.364	0.917	NA	NA
chr19,56111896,56112553	0.045	0.083	0.293	0.091
chr19,4333445,4334309	0.938	1.000	0.944	0.771
chr19,33061814,33063510	0.688	0.056	0.606	0.000
chr19,28041751,28043641	0.478	0.625	0.500	0.939
chr19,15597101,15597572	0.909	0.167	0.444	0.769
chr19,18599734,18600833	0.705	0.960	0.818	0.571
chr19,47359891,47360182	0.059	NA	0.077	0.787
chr19,28515599,28516594	0.988	0.967	0.571	NA
chr19,4560551,4560716	0.938	1.000	0.933	0.731
chr19,16119556,16120312	0.348	0.829	0.904	0.514
chr19,39924318,39924376	1.000	0.438	NA	NA
chr19,3010875,3011250	0.872	1.000	1.000	1.000
chr19,22884703,22885874	0.088	NA	0.459	1.000
chr19,57025385,57025873	1.000	0.588	0.966	0.643
chr19,58806725,58807184	1.000	1.000	0.158	NA
chr19,49870438,49871086	0.889	1.000	0.938	0.767
chr19,48588964,48592764	0.869	0.775	0.770	0.591
chr19,12866618,12866883	NA	NA	1.000	0.621
chr19,16021885,16024805	0.346	0.528	0.571	0.218
chr19,12148537,12149524	0.818	0.385	0.909	1.000
chr19,1979251,1979658	0.967	0.853	1.000	1.000
chr19,37655195,37655644	1.000	0.958	0.875	0.533
chr19,28056163,28057424	0.525	0.840	0.786	0.588
chr19,8057455,8058193	0.985	0.967	0.931	0.611
chr19,452801,452919	NA	0.615	0.083	NA
chr19,46572098,46576967	0.860	0.887	0.826	0.606
chr19,468402,468863	0.781	1.000	0.792	0.375
chr19,18629892,18631127	0.352	0.716	0.558	0.414
chr19,56556568,56556749	1.000	0.308	NA	NA
chr19,10874613,10875693	0.882	NA	0.674	0.000
chr19,12676317,12676954	1.000	1.000	0.959	1.000
chr19,14364702,14364751	0.292	NA	0.000	0.000
chr19,56089921,56090064	0.836	NA	1.000	NA
chr19,30998853,30999568	0.474	1.000	0.946	NA
chr19,29141646,29142530	0.889	0.932	0.932	0.634
chr19,56994870,56997807	0.719	0.754	0.844	0.391
chr19,30282270,30282618	0.958	0.800	0.944	1.000
chr19,13190451,13191227	0.250	0.032	0.625	0.000
chr19,799514,800983	0.321	0.561	0.705	0.265
chr19,45452810,45453357	0.942	1.000	0.700	0.583
chr19,3423883,3424213	0.895	0.438	0.943	NA
chr19,41249373,41249682	NA	1.000	0.652	NA
chr19,53839824,53841112	0.970	0.971	0.873	0.782
chr19,8098011,8098847	0.268	0.300	0.596	0.964
chr19,30243088,30243748	0.854	1.000	0.889	0.368
chr19,39804816,39804862	NA	NA	1.000	0.400
chr19,45321704,45322124	0.875	0.917	0.947	0.652
chr19,9545787,9546142	0.000	0.000	0.246	NA
chr19,6246160,6248150	0.932	0.753	0.974	0.907
chr19,16767057,16767263	0.900	0.533	1.000	NA
chr19,8737217,8738746	0.890	0.580	0.979	0.899
chr19,57678256,57679589	0.892	0.579	0.721	0.800
chr19,670615,670824	0.138	NA	NA	1.000
chr19,51476816,51477227	0.889	NA	1.000	0.600
chr19,21068912,21069077	0.500	NA	0.964	0.429
chr19,1992425,1992718	0.884	NA	1.000	1.000
chr19,52249831,52249967	0.639	1.000	0.929	1.000
chr19,29762764,29763013	NA	0.467	NA	1.000
chr19,4088113,4088431	0.432	NA	0.512	1.000
chr19,21904363,21908234	0.943	0.848	0.915	0.320
chr19,52860062,52860346	0.553	NA	1.000	1.000
chr19,2684980,2685108	1.000	1.000	1.000	0.324
chr19,44167653,44170298	0.518	0.620	0.425	0.277
chr19,38867749,38870322	0.950	0.980	0.858	0.595
chr19,54736340,54736474	0.630	NA	0.750	0.300
chr19,6997472,6997995	0.200	0.338	0.200	0.774
chr19,58148115,58148973	0.594	0.810	0.972	0.900
chr19,48565988,48567264	0.903	0.580	0.744	0.821
chr19,42089660,42092235	0.906	1.000	0.954	0.619
chr19,45576391,45577752	0.875	0.979	0.931	0.795
chr19,18054395,18054731	0.750	NA	0.750	1.000
chr19,13123822,13123990	0.000	NA	NA	0.163
chr19,9625591,9627413	0.700	0.707	0.933	0.705
chr19,53156364,53158724	0.927	0.931	0.833	1.000
chr19,51193365,51196388	0.489	0.835	0.813	0.459
chr19,58953377,58953965	0.676	1.000	NA	0.200
chr19,10928209,10928475	0.737	0.851	0.979	NA
chr19,43969627,43970271	0.396	0.727	0.929	0.179
chr19,16524950,16525271	0.750	0.615	0.992	0.719
chr19,57086801,57087785	0.800	0.917	0.973	0.488
chr19,53863374,53863432	1.000	0.600	NA	NA
chr19,10939239,10941142	0.806	0.915	0.945	NA
chr19,8749645,8750790	0.130	0.148	0.289	0.421
chr19,9850763,9852478	0.974	0.500	0.875	0.552
chr19,48396576,48397175	0.889	0.500	0.982	1.000
chr19,19351399,19353813	0.778	0.991	0.942	0.745
chr19,51621420,51621698	0.955	1.000	0.917	0.143
chr19,1712597,1713036	NA	1.000	0.643	1.000
chr19,1663940,1664513	0.400	0.154	0.697	1.000
chr19,49978444,49978663	0.652	NA	0.677	0.000
chr19,54719721,54720013	0.600	0.947	NA	NA
chr19,37716213,37716793	1.000	NA	0.600	1.000
chr19,23021135,23023121	0.969	0.797	0.944	0.966
chr19,58535897,58535998	0.900	0.905	0.455	NA
chr19,38897499,38898112	0.846	NA	1.000	1.000
chr19,682419,682811	0.634	0.885	0.615	0.932
chr19,57277589,57277671	0.944	0.429	0.850	1.000
